Row,Column,Assay,Sample,Conc,Ct,Tm,Expected Tm,R2,Chi2,Straight R2,Efficiency,Multiple peaks,Outlier,Multimodal melt peaks,F0,Flags,S-DispenseTip,S-DropIndex,S-GlobalDropIndex,S-SP-Well,A-DispenseTip,A-DropIndex,A-GlobalDropIndex,A-SP-Well,Asymmetry,A,B,C,D,E,AmpRatio,Tm minus mean,Ct minus mean
41,29,tetK_184_Rep1,P30o,,,,,,,,,,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
41,30,ermA-803_Rep1,P30o,-1,29.07895,76.85789,,0.9999226,14003.85,0.625756,1.960449,FALSE,FALSE,FALSE,7.96E-07,,,,,,,,,,15,2173.734,1.361913,31.87253,11602.6,17.98952,6.337635,,
41,31,ermG_807_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
41,32,cfxA_106_Rep1,P30o,-1,26.04172,76.32293,,0.9999716,2551.715,0.7289641,1.919487,FALSE,FALSE,FALSE,9.35E-06,,,,,,,,,,7,1506.077,1.402387,28.88861,8263.3,11.67375,6.486638,,
41,33,tetX_196_Rep1,P30o,-1,24.77724,75.04783,,0.9999484,8347.567,0.7570351,1.973404,FALSE,FALSE,FALSE,1.43E-05,,,,,,,,,,4,1746.363,1.349783,27.55484,10535.25,11.5722,7.032683,,
41,34,intl2_338_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
41,35,intl3_1522_Rep1,P30o,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
47,24,ermB_804_Rep1,P30o,-1,24.09074,78.67608,,0.9999633,5947.128,0.767499,1.92468,FALSE,FALSE,FALSE,4.81E-05,,,,,,,,,,6,2299.884,1.397068,26.93062,11328.37,3.283673,5.925628,,
47,25,IncHI2-smr0018_1566_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
47,26,IncI1_repI1_1565_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
47,27,IncN_rep_340_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
47,28,tetQ_185_Rep1,P30o,-1,19.00484,76.14668,,0.9998845,16954.65,0.8226842,1.989918,FALSE,FALSE,FALSE,0.000854763,,,,,,,,,,8,1666.843,1.334753,21.76266,10300.46,11.43584,7.179624,,
47,29,tetW_191_Rep1,P30o,-1,17.63635,81.05017,,0.9999713,4459.399,0.8273893,1.942529,FALSE,FALSE,FALSE,0.003732505,,,,,,,,,,12,1453.422,1.379211,20.45271,10286.67,7.591372,8.07755,,
47,30,IS26_1546_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
47,31,ISEcp1_1550_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
47,32,oqxA_1577_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
47,33,sul2_133_Rep1,P30o,-1,26.17342,85.15139,,0.9999636,4878.556,0.7230716,1.924052,FALSE,FALSE,FALSE,9.96E-06,,,,,,,,,,8,1674.963,1.397709,29.01414,10315.42,12.68276,7.158595,,
47,34,lncF_FIC_1564_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
47,35,mobA_1524_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
51,24,tnpA_202_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
51,25,ant6-ia_431_Rep1,P30o,-1,23.00204,79.10031,,0.9999434,10628.77,0.7952598,1.877108,FALSE,FALSE,FALSE,0.000207645,,,,,,,,,,6,2035.36,1.44801,25.909,12248.37,5.28925,7.017789,,
51,26,tetL_195_Rep1,P30o,-1,28.35361,78.23343,,0.9998765,29209.17,0.6474769,1.959425,FALSE,FALSE,FALSE,1.44E-06,,,,,,,,,,6,1978.729,1.362885,31.14847,12100.4,16.21701,7.115239,,
51,27,tnpA_203_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
51,28,traN_1525_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
51,29,blaROB_41_Rep1,P30o,-1,25.51159,80.32959,,0.9999918,1380.214,0.735165,1.913067,FALSE,FALSE,FALSE,1.93E-05,,,,,,,,,,7,2392.774,1.409041,28.36724,10690.13,5.895359,5.467672,,
51,30,pAKD1-IncP-1?_380_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
51,31,pBS228-IncP-1?_381_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
51,32,blaCTX-M_162_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
51,33,IS91_1567_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
51,34,ISCR1_1528_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
51,35,tnpA_206_Rep1,P30o,-1,25.93578,77.32613,,0.9999863,2405.599,0.7248903,1.978008,FALSE,FALSE,FALSE,6.07E-06,,,,,,,,,,9,1767.303,1.345544,28.70781,11203.12,11.31763,7.339103,,
57,24,16Snew_2_Rep2,P30o,-1,12.59985,83.8301,,0.9987212,310215.6,0.7048468,2.121135,FALSE,FALSE,FALSE,0.04616174,,,,,,,,,,3,2018.181,1.230195,15.21997,10898.66,17.47548,6.400237,,
57,25,16Sold_1_Rep2,P30o,-1,12.55363,81.05043,,0.9999811,3026.57,0.7584663,1.932848,FALSE,FALSE,FALSE,0.1447561,,,,,,,,,,4,2266.025,1.388817,15.38265,9352.406,3.099631,5.127231,,
57,26,aac6-is_iu_ix_419_Rep2,P30o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
57,27,aphA3_14_Rep2,P30o,-1,18.8426,78.64494,,0.9999828,1959.578,0.8307502,1.921709,FALSE,FALSE,FALSE,0.001726477,,,,,,,,,,4,3234.787,1.400104,21.68648,9205.145,0.2717553,3.845673,,
57,28,tetB_181_Rep2,P30o,-1,29.16533,78.97221,,0.9998681,16815.25,0.6158613,1.975654,FALSE,FALSE,FALSE,5.06E-07,,,,,,,,,,9,1921.721,1.347707,31.94021,9930.232,6.525551,6.167364,,
57,29,tetG_F_507_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
57,30,IncP_oriT_342_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
57,31,IncQ_oriT_343_Rep2,P30o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
57,32,int1-a-marko_336_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
57,33,intI1F165_clinical_359_Rep2,P30o,-1,34.12203,87.07699,,0.9999294,4751.622,0.4236375,1.96098,FALSE,FALSE,FALSE,1.45E-08,CtIsLarge,,,,,,,,,5,1887.566,1.36141,36.91495,8636.559,16.87336,5.5755,,
57,34,ant6-ib_1541_Rep2,P30o,-1,29.05226,74.78463,,0.9999639,5712.023,0.6277019,1.941607,FALSE,FALSE,FALSE,1.02E-06,,,,,,,,,,5,1671.551,1.380118,31.86981,10922.45,14.43923,7.534319,,
57,35,aph2-Id_104_Rep2,P30o,-1,25.22335,74.86091,,0.9998568,15605.72,0.7529978,1.992266,FALSE,FALSE,FALSE,6.91E-06,,,,,,,,,,7,1645.088,1.332654,27.9784,9063.462,17.27551,6.50941,,
61,24,tetM_1513_Rep2,P30o,-1,23.46406,78.25155,,0.9999218,25615.12,0.7824145,1.951913,FALSE,FALSE,FALSE,6.85E-05,,,,,,,,,,7,1893.072,1.370077,26.26839,14543.49,12.58062,8.682482,,
61,25,tetO_192_Rep2,P30o,-1,19.07469,78.38839,,0.9999402,17762.02,0.8233339,1.963587,FALSE,FALSE,FALSE,0.001544449,,,,,,,,,,7,2203.152,1.358947,21.86437,15004.53,10.70487,7.810485,,
61,26,tet32_54_Rep2,P30o,-1,20.15071,80.42427,,0.9999635,10568.36,0.8165155,1.928568,FALSE,FALSE,FALSE,0.00104296,,,,,,,,,,13,2107.611,1.393124,22.98539,15267.46,3.968896,8.243963,,
61,27,tet40_500_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
61,28,tet44_1539_Rep2,P30o,-1,26.80608,77.57854,,0.9999477,10305.96,0.6997174,1.931227,FALSE,FALSE,FALSE,6.58E-06,,,,,,,,,,9,1652.628,1.390444,29.63724,11881.32,9.748065,8.189346,,
61,29,tetK_184_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
61,30,ermA-803_Rep2,P30o,-1,30.76646,76.88012,,0.9999005,14337.54,0.5572011,1.915832,FALSE,FALSE,FALSE,4.17E-07,CtIsLarge,,,,,,,,,7,1742.796,1.406165,33.61832,10071.86,15.16034,6.779136,,
61,31,ermG_807_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
61,32,cfxA_106_Rep2,P30o,-1,26.10323,76.4078,,0.9999626,2377.214,0.7288633,1.928071,FALSE,FALSE,FALSE,6.71E-06,,,,,,,,,,8,1477.518,1.393627,28.93858,6993.876,9.80127,5.733529,,
61,33,tetX_196_Rep2,P30o,-1,24.10254,75.12139,,0.9999312,11441.49,0.7691975,1.961433,FALSE,FALSE,FALSE,2.94E-05,,,,,,,,,,5,1784.339,1.360981,26.8949,11248.46,10.561,7.303995,,
61,34,intl2_338_Rep2,P30o,-1,28.44905,80.12623,,0.9999816,2674.776,0.6478685,1.886021,FALSE,FALSE,FALSE,3.37E-06,,,,,,,,,,4,1449.791,1.438073,31.34293,9855.907,10.77066,7.79816,,
61,35,intl3_1522_Rep2,P30o,-1,29.39396,79.37219,,0.9999865,1646.769,0.6114855,1.868706,FALSE,FALSE,FALSE,2.13E-06,,,,,,,,,,10,1736.592,1.457555,32.3135,9054.618,9.284345,6.214015,,
18,36,16Snew_2_Rep2,P31o,-1,11.68885,82.27782,,0.9985605,328953.6,0.6753681,2.153843,FALSE,FALSE,FALSE,0.07126969,,,,,,,,,,10,2539.514,1.207615,14.27923,9730.742,31.07505,4.831733,,
18,37,16Sold_1_Rep2,P31o,-1,11.30858,81.08887,,0.9999914,1981.116,0.7410505,1.922919,FALSE,FALSE,FALSE,0.4111586,,,,,,,,,,5,3050.917,1.398866,14.15083,10169.94,9.020548,4.333405,,
18,38,aac6-is_iu_ix_419_Rep2,P31o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline",,,,,,,,,,,,,,,,,
18,39,aphA3_14_Rep2,P31o,-1,18.47551,78.616,,0.9999731,3051.14,0.8369081,1.905252,FALSE,FALSE,FALSE,0.002523575,,,,,,,,,,9,3460.898,1.417261,21.34199,8747.624,3.933451,3.527559,,
18,40,tetB_181_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
18,41,tetG_F_507_Rep2,P31o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
18,42,IncP_oriT_342_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
18,43,IncQ_oriT_343_Rep2,P31o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
18,44,int1-a-marko_336_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
18,45,intI1F165_clinical_359_Rep2,P31o,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
18,46,ant6-ib_1541_Rep2,P31o,-1,25.05202,74.77132,,0.9999677,5931.07,0.757682,1.937244,FALSE,FALSE,FALSE,2.12E-05,,,,,,,,,,6,2534.824,1.384432,27.87526,11763.98,16.77592,5.640944,,
18,47,aph2-Id_104_Rep2,P31o,-1,21.82523,74.88209,,0.9999533,6787.135,0.819719,1.961241,FALSE,FALSE,FALSE,0.000139489,,,,,,,,,,15,2695.225,1.361163,24.61782,9980.104,19.64746,4.702883,,
22,36,tetM_1513_Rep2,P31o,-1,24.90283,78.00366,,0.9999789,3740.351,0.764926,1.970532,FALSE,FALSE,FALSE,1.43E-05,,,,,,,,,,7,2666.28,1.352445,27.68394,11112.11,21.53445,5.167646,,
22,37,tetO_192_Rep2,P31o,-1,19.17365,78.00093,,0.9999101,14791.25,0.8497926,1.877453,FALSE,FALSE,FALSE,0.002416732,,,,,,,,,,10,2485.317,1.447622,22.08011,10171.43,12.50681,5.09261,,
22,38,tet32_54_Rep2,P31o,-1,18.00314,80.277,,0.999985,3049.728,0.8337572,1.949675,FALSE,FALSE,FALSE,0.003180289,,,,,,,,,,13,2613.85,1.372239,20.81032,12264.29,16.58117,5.69204,,
22,39,tet40_500_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
22,40,tet44_1539_Rep2,P31o,-1,25.18873,77.50179,,0.9999784,4599.379,0.7517248,1.9401,FALSE,FALSE,FALSE,1.78E-05,,,,,,,,,,7,2499.958,1.381604,28.00825,11336.44,14.87451,5.53465,,
22,41,tetK_184_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
22,42,ermA-803_Rep2,P31o,-1,29.20548,76.81892,,0.9997905,30161.15,0.6257759,1.943436,FALSE,FALSE,FALSE,7.56E-07,,,,,,,,,,9,2622.411,1.378321,32.02067,9287.267,16.1913,4.5415,,
22,43,ermG_807_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
22,44,cfxA_106_Rep2,P31o,-1,23.4811,76.60346,,0.9999021,8269.8,0.79674,1.969201,FALSE,FALSE,FALSE,2.73E-05,,,,,,,,,,12,2286.542,1.353685,26.26384,7285.779,12.54951,4.186374,,
22,45,tetX_196_Rep2,P31o,-1,27.06902,75.05553,,0.999952,7955.987,0.6995345,1.952598,FALSE,FALSE,FALSE,3.74E-06,,,,,,,,,,8,2580.258,1.369416,29.87248,11138.36,16.48471,5.316764,,
22,46,intl2_338_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
22,47,intl3_1522_Rep2,P31o,-1,28.16871,79.02468,,0.9993098,78377.26,0.6648968,2.032651,FALSE,FALSE,FALSE,4.25E-07,,,,,,,,,,14,2717.901,1.297965,30.87807,9119.545,12.53985,4.355363,,
28,36,ermB_804_Rep2,P31o,-1,21.34576,78.64243,,0.9999838,3224.567,0.8200649,1.929137,FALSE,FALSE,FALSE,0.000323612,,,,,,,,,,7,3003.731,1.392549,24.17969,11244.76,10.5935,4.743597,,
28,37,IncHI2-smr0018_1566_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,38,IncI1_repI1_1565_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,39,IncN_rep_340_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,40,tetQ_185_Rep2,P31o,-1,19.29787,76.26821,,0.9998944,20544.26,0.8299727,1.978817,FALSE,FALSE,FALSE,0.000807131,,,,,,,,,,5,2374.359,1.344803,22.06892,10812.9,16.96547,5.554029,,
28,41,tetW_191_Rep2,P31o,-1,15.13029,81.06271,,0.9999889,2098.946,0.805189,1.949096,FALSE,FALSE,FALSE,0.02552213,,,,,,,,,,10,2273.783,1.372801,17.93821,12072.27,14.97339,6.309331,,
28,42,IS26_1546_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,43,ISEcp1_1550_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,44,oqxA_1577_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,45,sul2_133_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,46,lncF_FIC_1564_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,47,mobA_1524_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,36,tnpA_202_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,37,ant6-ia_431_Rep2,P31o,-1,23.91467,78.90967,,0.9999463,7710.14,0.7852684,1.910968,FALSE,FALSE,FALSE,5.96E-05,,,,,,,,,,3,2632.077,1.411235,26.77321,10338.36,11.09329,4.927833,,
32,38,tetL_195_Rep2,P31o,-1,23.49832,78.04894,,0.9997921,38009.88,0.7834643,2.00215,FALSE,FALSE,FALSE,2.63E-05,,,,,,,,,,6,2472.655,1.323922,26.24187,10653.38,16.92381,5.308478,,
32,39,tnpA_203_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,40,traN_1525_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,41,blaROB_41_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,42,pAKD1-IncP-1?_380_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,43,pBS228-IncP-1?_381_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,44,blaCTX-M_162_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,45,IS91_1567_Rep2,P31o,-1,31.23461,85.13422,,0.9999724,5314.317,0.5339042,1.896685,FALSE,FALSE,FALSE,4.54E-07,CtIsLarge,,,,,,,,,4,2803.294,1.426428,34.11316,11045.13,10.16029,4.940055,,
32,46,ISCR1_1528_Rep2,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,47,tnpA_206_Rep2,P31o,-1,24.93926,77.23774,,0.9999747,4052.097,0.7532971,1.96925,FALSE,FALSE,FALSE,1.37E-05,,,,,,,,,,6,2386.486,1.353639,27.72195,10736.25,11.05393,5.498772,,
38,36,16Snew_2_Rep1,P31o,-1,12.74562,82.23103,,0.9996687,47975.86,0.7737678,2.104241,FALSE,FALSE,FALSE,0.03564632,,,,,,,,,,8,2380.071,1.242347,15.38174,8493.742,20.16868,4.568693,,
38,37,16Sold_1_Rep1,P31o,-1,11.30804,81.01738,,0.9999758,4767.547,0.73467,1.904354,FALSE,FALSE,FALSE,0.4327509,,,,,,,,,,6,2833.805,1.418215,14.17577,9489.61,7.012464,4.348717,,
38,38,aac6-is_iu_ix_419_Rep1,P31o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
38,39,aphA3_14_Rep1,P31o,-1,18.45888,78.50278,,0.9999773,2951.774,0.8361267,1.897223,FALSE,FALSE,FALSE,0.002968272,,,,,,,,,,8,3410.164,1.425847,21.33666,9362.104,5.223758,3.745353,,
38,40,tetB_181_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
38,41,tetG_F_507_Rep1,P31o,,,,,,,,,,,,,"CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
38,42,IncP_oriT_342_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
38,43,IncQ_oriT_343_Rep1,P31o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
38,44,int1-a-marko_336_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
38,45,intI1F165_clinical_359_Rep1,P31o,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
38,46,ant6-ib_1541_Rep1,P31o,-1,25.17705,74.7818,,0.9999646,7319.918,0.7533895,1.944163,FALSE,FALSE,FALSE,1.90E-05,,,,,,,,,,3,2546.11,1.377608,27.9913,12695.67,17.45584,5.986302,,
38,47,aph2-Id_104_Rep1,P31o,-1,22.03365,75.02361,,0.9998794,20671.65,0.8185108,1.982684,FALSE,FALSE,FALSE,0.00010368,,,,,,,,,,6,2398.9,1.341278,24.80006,11110.74,19.31008,5.631599,,
42,36,tetM_1513_Rep1,P31o,-1,23.49378,77.9767,,0.9999358,14129.69,0.7901674,1.958042,FALSE,FALSE,FALSE,5.06E-05,,,,,,,,,,11,2493.908,1.364202,26.29037,11847.49,18.44135,5.750574,,
42,37,tetO_192_Rep1,P31o,-1,17.83862,77.98881,,0.9999836,2654.313,0.8356691,1.943506,FALSE,FALSE,FALSE,0.003325884,,,,,,,,,,7,2371.384,1.378253,20.65372,10715.21,13.16856,5.518548,,
42,38,tet32_54_Rep1,P31o,-1,18.00138,80.14045,,0.999985,2571.511,0.8314514,1.946778,FALSE,FALSE,FALSE,0.003017363,,,,,,,,,,12,2379.567,1.375054,20.81227,11296.26,11.10421,5.74719,,
42,39,tet40_500_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
42,40,tet44_1539_Rep1,P31o,-1,23.48322,77.43478,,0.9999442,12456.12,0.7866567,1.927771,FALSE,FALSE,FALSE,7.62E-05,,,,,,,,,,8,2461.751,1.39393,26.31896,12075.91,15.18663,5.905415,,
42,41,tetK_184_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
42,42,ermA-803_Rep1,P31o,-1,28.38211,76.78466,,0.9999,15593.9,0.6577876,1.955383,FALSE,FALSE,FALSE,1.21E-06,,,,,,,,,,10,2470.825,1.366741,31.18205,9803.043,18.92122,4.967518,,
42,43,ermG_807_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
42,44,cfxA_106_Rep1,P31o,-1,23.5536,76.47321,,0.9998919,11588.1,0.7896129,1.971413,FALSE,FALSE,FALSE,2.86E-05,,,,,,,,,,10,2182.578,1.351627,26.33364,8279.807,13.81395,4.793591,,
42,45,tetX_196_Rep1,P31o,-1,26.73128,75.04832,,0.9999517,8205.806,0.7073455,1.961657,FALSE,FALSE,FALSE,4.05E-06,,,,,,,,,,10,2478.036,1.360769,29.52336,10720.44,15.5482,5.326184,,
42,46,intl2_338_Rep1,P31o,,,,,,,,,,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline",,,,,,,,,,,,,,,,,
42,47,intl3_1522_Rep1,P31o,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
48,36,ermB_804_Rep1,P31o,-1,20.9427,78.56564,,0.9999825,3083.927,0.8203234,1.94061,FALSE,FALSE,FALSE,0.000384955,,,,,,,,,,12,2943.791,1.3811,23.76155,11411.91,11.01929,4.876603,,
48,37,IncHI2-smr0018_1566_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,38,IncI1_repI1_1565_Rep1,P31o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
48,39,IncN_rep_340_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,40,tetQ_185_Rep1,P31o,-1,19.19055,76.19808,,0.9998903,12296.71,0.8264849,1.965078,FALSE,FALSE,FALSE,0.000862777,,,,,,,,,,7,2230.684,1.357543,21.97838,9269.313,14.75207,5.155368,,
48,41,tetW_191_Rep1,P31o,-1,14.97361,80.98723,,0.9999837,2399.575,0.8026339,1.958402,FALSE,FALSE,FALSE,0.02268782,,,,,,,,,,13,2196.4,1.363859,17.76976,10333.09,15.84626,5.704558,,
48,42,IS26_1546_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,43,ISEcp1_1550_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,44,oqxA_1577_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,45,sul2_133_Rep1,P31o,-1,29.45942,85.0807,,0.9999703,4041.42,0.6223691,1.932575,FALSE,FALSE,FALSE,7.49E-07,,,,,,,,,,14,2384.381,1.38909,32.28879,9323.479,17.37119,4.910231,,
48,46,lncF_FIC_1564_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,47,mobA_1524_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,36,tnpA_202_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,37,ant6-ia_431_Rep1,P31o,-1,22.06887,79.03427,,0.9999787,4755.848,0.8154241,1.875421,FALSE,FALSE,FALSE,0.0003874,,,,,,,,,,3,2772.142,1.449913,24.97834,11747.87,12.11648,5.237832,,
52,38,tetL_195_Rep1,P31o,-1,22.86205,78.12166,,0.9997346,50060.17,0.7917988,2.005109,FALSE,FALSE,FALSE,4.36E-05,,,,,,,,,,4,2491.839,1.321338,25.60219,11333.08,16.91345,5.548079,,
52,39,tnpA_203_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,40,traN_1525_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,41,blaROB_41_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,42,pAKD1-IncP-1?_380_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,43,pBS228-IncP-1?_381_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,44,blaCTX-M_162_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,45,IS91_1567_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,46,ISCR1_1528_Rep1,P31o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,47,tnpA_206_Rep1,P31o,-1,24.39798,77.31472,,0.9999465,11881.46,0.7660692,2.006321,FALSE,FALSE,FALSE,1.37E-05,,,,,,,,,,8,2545.025,1.320284,27.13673,11598.32,17.93859,5.557253,,
27,36,ermB_804_Rep2,P32o,-1,23.03707,78.50491,,0.999974,3397.601,0.7902338,1.903077,FALSE,FALSE,FALSE,0.000120706,,,,,,,,,,8,2140.375,1.419572,25.90659,10172.22,3.047129,5.752542,,
27,37,IncHI2-smr0018_1566_Rep2,P32o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
27,38,IncI1_repI1_1565_Rep2,P32o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
27,39,IncN_rep_340_Rep2,P32o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
27,40,tetQ_185_Rep2,P32o,-1,18.19346,76.27266,,0.9998097,31009.1,0.8221884,1.983117,FALSE,FALSE,FALSE,0.001606302,,,,,,,,,,10,1564.906,1.340885,20.95935,9869.136,6.81981,7.306534,,
27,41,tetW_191_Rep2,P32o,-1,17.5934,80.82589,,0.9999436,7204.765,0.8226638,1.94879,FALSE,FALSE,FALSE,0.003255701,,,,,,,,,,11,1348.625,1.373098,20.40171,9235.538,8.329862,7.848116,,
