Row,Column,Assay,Sample,Conc,Ct,Tm,Expected Tm,R2,Chi2,Straight R2,Efficiency,Multiple peaks,Outlier,Multimodal melt peaks,F0,Flags,S-DispenseTip,S-DropIndex,S-GlobalDropIndex,S-SP-Well,A-DispenseTip,A-DropIndex,A-GlobalDropIndex,A-SP-Well,Asymmetry,A,B,C,D,E,AmpRatio,Tm minus mean,Ct minus mean
70,2,tetL_195_Rep2,P47,-1,25.41124,78.62169,,0.9998257,36425.14,0.7306804,2.03284,FALSE,FALSE,FALSE,4.38E-06,,,,,,,,,,12,1673.466,1.297809,28.1204,11265.13,10.15029,7.731613,,
70,3,tnpA_203_Rep2,P47,-1,28.1954,85.06542,,0.9999833,2567.664,0.6461681,1.889144,FALSE,FALSE,FALSE,3.85E-06,,,,,,,,,,12,1512.98,1.434635,31.08475,9884.538,6.730511,7.533156,,
70,4,traN_1525_Rep2,P47,,,,,,,,,,,,,CurveFitFailed,,,,,,,,,,,,,,,,,
70,5,blaROB_41_Rep2,P47,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
70,6,pAKD1-IncP-1?_380_Rep2,P47,,,,,,,,,,,,,"LowEfficiency, CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
70,7,pBS228-IncP-1?_381_Rep2,P47,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
70,8,blaCTX-M_162_Rep2,P47,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
70,9,IS91_1567_Rep2,P47,-1,26.02349,85.58761,,0.99995,7640.875,0.7156726,1.893925,FALSE,FALSE,FALSE,1.82E-05,,,,,,,,,,18,2066.384,1.429417,28.90598,11010.1,4.098567,6.328196,,
70,10,ISCR1_1528_Rep2,P47,-1,29.28025,88.13148,,0.9994334,118457,0.6091695,1.963223,FALSE,FALSE,FALSE,6.37E-07,,,,,,,,,,12,1785.604,1.359289,32.07038,11230.44,18.18067,7.289436,,
70,11,tnpA_206_Rep2,P47,-1,28.97225,77.74514,,0.9999596,8031.239,0.6118228,1.978418,FALSE,FALSE,FALSE,6.81E-07,,,,,,,,,,16,1758.994,1.345169,31.74378,12074.54,5.12463,7.864461,,
3,12,16Snew_2_Rep1,P48,-1,13.98688,83.74801,,0.9998583,34415.87,0.7012072,1.952749,FALSE,FALSE,FALSE,0.06364528,,,,,,,,,,12,1852.753,1.369271,16.79015,13462.81,8.365978,8.266381,,
3,13,16Sold_1_Rep1,P48,-1,14.31477,81.42456,,0.9999902,2317.786,0.7943651,1.984155,FALSE,FALSE,FALSE,0.03521206,,,,,,,,,,9,2665.184,1.339944,17.07942,12088.4,2.604822,5.535673,,
3,14,aac6-is_iu_ix_419_Rep1,P48,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
3,15,aphA3_14_Rep1,P48,-1,19.67159,78.77894,,0.9999845,2304.63,0.8281671,1.911477,FALSE,FALSE,FALSE,0.001198015,,,,,,,,,,11,3200.937,1.410703,22.52943,10334.78,-2.248269,4.228673,,
3,16,tetB_181_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
3,17,tetG_F_507_Rep1,P48,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
3,18,IncP_oriT_342_Rep1,P48,-1,34.52417,88.77956,,0.9999818,2288.257,0.3800053,1.827445,FALSE,FALSE,FALSE,2.22E-07,CtIsLarge,,,,,,,,,11,2452.841,1.507091,37.50895,14277.45,12.70529,6.820779,,
3,19,IncQ_oriT_343_Rep1,P48,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
3,20,int1-a-marko_336_Rep1,P48,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
3,21,intI1F165_clinical_359_Rep1,P48,-1,24.48235,87.19353,,0.9999,22575.46,0.7326272,1.949854,FALSE,FALSE,FALSE,2.78E-05,,,,,,,,,,12,1847.38,1.372066,27.2893,12090.18,11.84825,7.544503,,
3,22,ant6-ib_1541_Rep1,P48,-1,23.65142,75.24805,,0.999922,31079.43,0.7760242,1.969031,FALSE,FALSE,FALSE,5.43E-05,,,,,,,,,,6,1684.139,1.353843,26.43438,16384.06,9.477649,10.72845,,
3,23,aph2-Id_104_Rep1,P48,-1,20.89095,75.31966,,0.9999167,21022.44,0.8170831,1.971323,FALSE,FALSE,FALSE,0.000333592,,,,,,,,,,7,1737.746,1.35171,23.67109,13445,8.462176,8.737039,,
7,12,tetM_1513_Rep1,P48,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
7,13,tetO_192_Rep1,P48,-1,20.06678,78.3843,,0.999915,18392.95,0.8245203,1.929358,FALSE,FALSE,FALSE,0.000938726,,,,,,,,,,7,1516.948,1.392326,22.90041,13050.8,1.737171,9.603325,,
7,14,tet32_54_Rep1,P48,-1,20.93754,80.43301,,0.9999112,27306.28,0.814487,1.924932,FALSE,FALSE,FALSE,0.000619376,,,,,,,,,,16,1687.913,1.396812,23.77708,15299.76,0.760348,10.06431,,
7,15,tet40_500_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
7,16,tet44_1539_Rep1,P48,-1,22.31893,77.66375,,0.9998911,36369.49,0.7972742,1.959758,FALSE,FALSE,FALSE,0.000143268,,,,,,,,,,8,1558.515,1.362569,25.11337,14473.87,6.111274,10.28696,,
7,17,tetK_184_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
7,18,ermA-803_Rep1,P48,-1,30.63129,80.44272,,0.9998187,38913.43,0.5569124,2.033084,FALSE,FALSE,FALSE,8.06E-08,CtIsLarge,,,,,,,,,7,1906.851,1.297607,33.34019,11608.51,20.27121,7.08779,,
7,19,ermG_807_Rep1,P48,,,,,,,,,,,,,"LowEfficiency, CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
7,20,cfxA_106_Rep1,P48,-1,21.5067,76.81635,,0.9999247,18303.96,0.8150953,1.963829,FALSE,FALSE,FALSE,0.000215796,,,,,,,,,,11,1407.198,1.358719,24.29608,12587.23,7.598979,9.944888,,
7,21,tetX_196_Rep1,P48,-1,26.16924,75.36023,,0.9998552,41438.36,0.7147552,1.960899,FALSE,FALSE,FALSE,7.56E-06,,,,,,,,,,9,1806.782,1.361487,28.96226,13094.95,11.99639,8.247664,,
7,22,intl2_338_Rep1,P48,-1,27.20933,80.34693,,0.9999638,7095.351,0.6871349,1.904736,FALSE,FALSE,FALSE,6.79E-06,,,,,,,,,,7,1543.317,1.417809,30.07652,11084.26,10.34174,8.182101,,
7,23,intl3_1522_Rep1,P48,-1,25.33786,79.46395,,0.999885,19409.44,0.7354681,1.965743,FALSE,FALSE,FALSE,1.02E-05,,,,,,,,,,11,1877.749,1.356919,28.12486,10248.24,8.233301,6.457727,,
45,12,ermB_804_Rep1,P48,-1,19.95941,78.74332,,0.9999827,2538.908,0.8232882,1.932792,FALSE,FALSE,FALSE,0.000791627,,,,,,,,,,5,2166.273,1.388873,22.78849,10577.53,-1.204234,5.882823,,
45,13,IncHI2-smr0018_1566_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
45,14,IncI1_repI1_1565_Rep1,P48,-1,33.8699,82.43651,,0.9999298,6180.945,0.4240211,2.038335,FALSE,FALSE,FALSE,4.77E-09,CtIsLarge,,,,,,,,,11,2166.371,1.293287,36.5731,9114.128,18.92196,5.207095,,
45,15,IncN_rep_340_Rep1,P48,,,,,,,,,,,,,CurveFitFailed,,,,,,,,,,,,,,,,,
45,16,tetQ_185_Rep1,P48,-1,18.34614,76.26908,,0.9998765,19079.66,0.8206182,2.001939,FALSE,FALSE,FALSE,0.001170701,,,,,,,,,,3,1565.019,1.324106,21.08994,9677.188,10.52658,7.183431,,
45,17,tetW_191_Rep1,P48,-1,16.54082,81.09045,,0.9999567,6996.617,0.8122771,1.970091,FALSE,FALSE,FALSE,0.006434066,,,,,,,,,,9,1538.883,1.352855,19.32248,10265.98,8.278157,7.671058,,
45,18,IS26_1546_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
45,19,ISEcp1_1550_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
45,20,oqxA_1577_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
45,21,sul2_133_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
45,22,lncF_FIC_1564_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
45,23,mobA_1524_Rep1,P48,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
49,12,tnpA_202_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,13,ant6-ia_431_Rep1,P48,-1,22.84379,79.20297,,0.9999433,10239.3,0.7945691,1.872332,FALSE,FALSE,FALSE,0.000237032,,,,,,,,,,7,1970.373,1.453415,25.75788,11789.87,2.467506,6.983572,,
49,14,tetL_195_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,15,tnpA_203_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,16,traN_1525_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,17,blaROB_41_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,18,pAKD1-IncP-1?_380_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,19,pBS228-IncP-1?_381_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,20,blaCTX-M_162_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,21,IS91_1567_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,22,ISCR1_1528_Rep1,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
49,23,tnpA_206_Rep1,P48,-1,23.44831,77.48344,,0.9999369,14093.53,0.7771524,1.995559,FALSE,FALSE,FALSE,3.29E-05,,,,,,,,,,8,1689.861,1.329727,26.1995,11847.55,8.353009,8.010962,,
55,12,16Snew_2_Rep2,P48,-1,14.82768,83.59243,,0.999547,73392.48,0.7440574,2.050748,FALSE,FALSE,FALSE,0.01219404,,,,,,,,,,11,1880.52,1.283234,17.51764,10346.05,12.89798,6.501699,,
55,13,16Sold_1_Rep2,P48,-1,14.38503,81.24505,,0.9999925,1311.781,0.7869164,1.954141,FALSE,FALSE,FALSE,0.03701057,,,,,,,,,,9,2595.839,1.367932,17.18654,10586.51,4.521184,5.078262,,
55,14,aac6-is_iu_ix_419_Rep2,P48,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
55,15,aphA3_14_Rep2,P48,-1,20.06033,78.80083,,0.9999934,916.7784,0.8207756,1.916109,FALSE,FALSE,FALSE,0.000881015,,,,,,,,,,11,3377.086,1.405877,22.91181,10537.89,-4.138054,4.120408,,
55,16,tetB_181_Rep2,P48,-1,29.25099,79.1182,,0.9999876,2193.921,0.6155031,1.933313,FALSE,FALSE,FALSE,9.61E-07,,,,,,,,,,9,2032.676,1.388351,32.07939,10408.01,16.87953,6.120349,,
55,17,tetG_F_507_Rep2,P48,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
55,18,IncP_oriT_342_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
55,19,IncQ_oriT_343_Rep2,P48,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
55,20,int1-a-marko_336_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
55,21,intI1F165_clinical_359_Rep2,P48,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
55,22,ant6-ib_1541_Rep2,P48,-1,23.24519,75.00714,,0.9999357,18666.72,0.7848219,1.954262,FALSE,FALSE,FALSE,7.17E-05,,,,,,,,,,6,1627.751,1.367816,26.04655,13355.46,9.992182,9.204856,,
55,23,aph2-Id_104_Rep2,P48,-1,21.25439,75.12341,,0.9999422,14769.31,0.8189222,1.987639,FALSE,FALSE,FALSE,0.000195475,,,,,,,,,,9,1790.635,1.336798,24.0149,12387.09,11.77341,7.917706,,
59,12,tetM_1513_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
59,13,tetO_192_Rep2,P48,-1,19.11647,78.26771,,0.9999412,10091.26,0.8232442,1.958777,FALSE,FALSE,FALSE,0.001209483,,,,,,,,,,5,1661.186,1.363502,21.91215,11532.62,5.482726,7.9424,,
59,14,tet32_54_Rep2,P48,-1,19.85679,80.24534,,0.9999639,7134.708,0.8212867,1.949179,FALSE,FALSE,FALSE,0.000809838,,,,,,,,,,13,1712.861,1.372721,22.66461,11992.6,3.17568,8.001507,,
59,15,tet40_500_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
59,16,tet44_1539_Rep2,P48,-1,22.16489,77.52116,,0.9998999,28791.56,0.798734,1.945162,FALSE,FALSE,FALSE,0.000174586,,,,,,,,,,7,1715.776,1.376631,24.97786,13241.3,7.124816,8.717386,,
59,17,tetK_184_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
59,18,ermA-803_Rep2,P48,-1,30.15221,77.05681,,0.9998646,28406.07,0.5768663,1.934194,FALSE,FALSE,FALSE,5.33E-07,CtIsLarge,,,,,,,,,7,1815.556,1.38747,32.97945,11203.28,17.26291,7.170715,,
59,19,ermG_807_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
59,20,cfxA_106_Rep2,P48,-1,22.63217,76.46835,,0.9999815,1777.361,0.8025299,1.899371,FALSE,FALSE,FALSE,0.000135833,,,,,,,,,,11,1482.073,1.423536,25.5069,8216.575,5.936449,6.543973,,
59,21,tetX_196_Rep2,P48,-1,26.65619,75.14095,,0.9999327,12002.54,0.7024117,1.947849,FALSE,FALSE,FALSE,5.35E-06,,,,,,,,,,6,1770.487,1.374011,29.4657,11000.94,10.23497,7.213511,,
59,22,intl2_338_Rep2,P48,-1,26.02916,80.31458,,0.9999841,2844.086,0.7237844,1.908423,FALSE,FALSE,FALSE,1.57E-05,,,,,,,,,,8,1547.69,1.41391,28.89122,11762.62,10.32837,8.600112,,
59,23,intl3_1522_Rep2,P48,-1,25.05122,79.52248,,0.9999765,3134.893,0.7452661,1.92833,FALSE,FALSE,FALSE,2.06E-05,,,,,,,,,,11,1924.836,1.393364,27.88622,10143.79,7.214979,6.26995,,
65,12,ermB_804_Rep2,P48,-1,20.57691,78.87937,,0.9999879,2277.878,0.8176902,1.93937,FALSE,FALSE,FALSE,0.00050819,,,,,,,,,,5,2286.592,1.382326,23.39738,11400.87,-4.913713,5.985965,,
65,13,IncHI2-smr0018_1566_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
65,14,IncI1_repI1_1565_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
65,15,IncN_rep_340_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
65,16,tetQ_185_Rep2,P48,-1,18.10958,76.5619,,0.999859,20479.62,0.8209999,1.986718,FALSE,FALSE,FALSE,0.001755308,,,,,,,,,,6,1467.45,1.337628,20.87118,10488.29,5.656771,8.147288,,
65,17,tetW_191_Rep2,P48,-1,16.58921,81.22107,,0.9999256,15704.95,0.8177229,1.983368,FALSE,FALSE,FALSE,0.006334336,,,,,,,,,,9,1433.266,1.340657,19.3548,11790.3,5.706731,9.226175,,
65,18,IS26_1546_Rep2,P48,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
65,19,ISEcp1_1550_Rep2,P48,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
65,20,oqxA_1577_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
65,21,sul2_133_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
65,22,lncF_FIC_1564_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
65,23,mobA_1524_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
69,12,tnpA_202_Rep2,P48,,,,,,,,,,,,,CurveFitFailed,,,,,,,,,,,,,,,,,
69,13,ant6-ia_431_Rep2,P48,-1,23.79328,79.25258,,0.9999169,15515.45,0.7749689,1.890735,FALSE,FALSE,FALSE,9.70E-05,,,,,,,,,,11,1917.517,1.432893,26.68034,11840.79,-0.06741279,7.175061,,
69,14,tetL_195_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
69,15,tnpA_203_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
69,16,traN_1525_Rep2,P48,,,,,,,,,,,,,"LowEfficiency, CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
69,17,blaROB_41_Rep2,P48,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
69,18,pAKD1-IncP-1?_380_Rep2,P48,,,,,,,,,,,,,"CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
69,19,pBS228-IncP-1?_381_Rep2,P48,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
69,20,blaCTX-M_162_Rep2,P48,-1,30.99651,87.43711,,0.9999042,10484.14,0.4893591,1.915529,FALSE,FALSE,FALSE,3.29E-07,CtIsLarge,,,,,,,,,12,3828.325,1.406479,33.84878,9314.564,-5.119296,3.433065,,
69,21,IS91_1567_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
69,22,ISCR1_1528_Rep2,P48,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
69,23,tnpA_206_Rep2,P48,-1,23.25355,77.56953,,0.9999502,11056.23,0.7806137,2.006029,FALSE,FALSE,FALSE,3.27E-05,,,,,,,,,,9,1678.355,1.320538,25.99264,11567.65,3.230309,7.892254,,
1,12,16Snew_2_Rep1,P49,-1,14.83699,83.76782,,0.9998075,44503.73,0.7657507,1.951134,FALSE,FALSE,FALSE,0.03312997,,,,,,,,,,15,1820.661,1.370828,17.64231,12868.08,7.686563,8.067808,,
1,13,16Sold_1_Rep1,P49,-1,15.35704,81.44901,,0.999993,1392.641,0.8212501,1.954036,FALSE,FALSE,FALSE,0.01935142,,,,,,,,,,12,2479.148,1.368033,18.15868,11255.13,2.231256,5.539919,,
1,14,aac6-is_iu_ix_419_Rep1,P49,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
1,15,aphA3_14_Rep1,P49,-1,20.30702,78.89536,,0.9999698,5335.725,0.8280911,1.90546,FALSE,FALSE,FALSE,0.000852541,,,,,,,,,,14,3286.342,1.417041,23.1732,10785.36,-2.296157,4.281874,,
1,16,tetB_181_Rep1,P49,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
1,17,tetG_F_507_Rep1,P49,,,,,,,,,,,,,"LowEfficiency, CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
1,18,IncP_oriT_342_Rep1,P49,-1,31.42772,83.98923,,0.9999614,7831.707,0.5251259,1.895959,FALSE,FALSE,FALSE,4.19E-07,CtIsLarge,,,,,,,,,12,2315.497,1.427213,34.3073,11521.38,17.10901,5.975772,,
1,19,IncQ_oriT_343_Rep1,P49,,,,,,,,,,,,,CurveFitFailed,,,,,,,,,,,,,,,,,
1,20,int1-a-marko_336_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
1,21,intI1F165_clinical_359_Rep1,P49,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
1,22,ant6-ib_1541_Rep1,P49,-1,27.14173,75.15726,,0.9998521,46603.38,0.6834569,1.925246,FALSE,FALSE,FALSE,7.50E-06,,,,,,,,,,9,1808.7,1.396492,29.98085,15807.96,12.93198,9.739956,,
1,23,aph2-Id_104_Rep1,P49,-1,22.05018,75.30288,,0.9999231,14856.76,0.8099258,1.968064,FALSE,FALSE,FALSE,0.00013114,,,,,,,,,,14,1664.123,1.354746,24.83433,11993.33,11.71686,8.206997,,
5,12,tetM_1513_Rep1,P49,-1,29.14734,78.29161,,0.9999489,10843.36,0.6094719,1.938022,FALSE,FALSE,FALSE,1.19E-06,,,,,,,,,,6,2000.473,1.38366,31.96956,12862.46,15.57276,7.42971,,
5,13,tetO_192_Rep1,P49,-1,20.19441,78.30591,,0.9999709,6873.983,0.827884,1.94296,FALSE,FALSE,FALSE,0.000679752,,,,,,,,,,4,1702.029,1.378788,23.01022,12027.47,8.05533,8.066546,,
5,14,tet32_54_Rep1,P49,-1,20.51449,80.47636,,0.9999393,17137.32,0.8191662,1.939147,FALSE,FALSE,FALSE,0.000640955,,,,,,,,,,10,1846.487,1.382545,23.33525,13710.5,6.168171,8.425179,,
5,15,tet40_500_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
5,16,tet44_1539_Rep1,P49,-1,26.88425,77.5873,,0.9998967,19453.62,0.6989883,1.909289,FALSE,FALSE,FALSE,8.48E-06,,,,,,,,,,4,1781.935,1.412999,29.74511,11763.28,15.51761,7.601407,,
5,17,tetK_184_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
5,18,ermA-803_Rep1,P49,,,,,,,,,,,,,"LowEfficiency, CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
5,19,ermG_807_Rep1,P49,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
5,20,cfxA_106_Rep1,P49,-1,22.05178,77.60912,,0.9997768,114671,0.7903457,2.03314,FALSE,FALSE,FALSE,0.00010303,,,,,,,,,,21,5716.36,1.29756,24.76062,19969.2,-47.33644,4.493342,,
5,21,tetX_196_Rep1,P49,-1,23.62368,75.29736,,0.9998895,25669.9,0.7776193,1.961255,FALSE,FALSE,FALSE,4.66E-05,,,,,,,,,,7,1731.991,1.361149,26.41625,12493.28,7.671767,8.213246,,
5,22,intl2_338_Rep1,P49,-1,31.13452,80.3019,,0.9998915,11957.33,0.5450124,1.922745,FALSE,FALSE,FALSE,2.61E-07,CtIsLarge,,,,,,,,,6,1638.798,1.399044,33.977,9187.677,19.5993,6.606352,,
5,23,intl3_1522_Rep1,P49,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
11,12,ermB_804_Rep1,P49,-1,23.4588,78.8874,,0.9999688,8167.422,0.7775715,1.934974,FALSE,FALSE,FALSE,7.73E-05,,,,,,,,,,7,2459.612,1.386691,26.28502,13199.31,-0.2071251,6.366419,,
11,13,IncHI2-smr0018_1566_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,14,IncI1_repI1_1565_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,15,IncN_rep_340_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,16,tetQ_185_Rep1,P49,-1,17.70112,76.20518,,0.999815,32577.31,0.8179956,1.983043,FALSE,FALSE,FALSE,0.002553185,,,,,,,,,,4,1552.494,1.340952,20.4671,10858.44,11.00862,7.99419,,
11,17,tetW_191_Rep1,P49,-1,17.63066,81.26388,,0.9999571,10397.71,0.8202479,1.941299,FALSE,FALSE,FALSE,0.004747981,,,,,,,,,,10,1600.497,1.380421,20.44862,12878.13,6.559741,9.046328,,
11,18,IS26_1546_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,19,ISEcp1_1550_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,20,oqxA_1577_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,21,sul2_133_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,22,lncF_FIC_1564_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,23,mobA_1524_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,12,tnpA_202_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,13,ant6-ia_431_Rep1,P49,-1,24.75837,79.17695,,0.999953,8531.689,0.7567132,1.884282,FALSE,FALSE,FALSE,5.28E-05,,,,,,,,,,10,1933.919,1.439997,27.65479,11576.02,5.323588,6.985782,,
15,14,tetL_195_Rep1,P49,-1,26.53316,78.35879,,0.9996891,66708.27,0.7044644,2.000346,FALSE,FALSE,FALSE,2.99E-06,,,,,,,,,,13,1685.672,1.325503,29.27879,11702.45,9.297569,7.942306,,
15,15,tnpA_203_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,16,traN_1525_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,17,blaROB_41_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,18,pAKD1-IncP-1?_380_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,19,pBS228-IncP-1?_381_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,20,blaCTX-M_162_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,21,IS91_1567_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,22,ISCR1_1528_Rep1,P49,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,23,tnpA_206_Rep1,P49,-1,27.30872,77.41583,,0.9999634,6656.189,0.6828237,1.982851,FALSE,FALSE,FALSE,1.92E-06,,,,,,,,,,11,1671.773,1.341126,30.07493,10527.83,10.22474,7.297405,,
21,12,16Snew_2_Rep2,P49,-1,13.93579,83.56375,,0.9999577,9245.86,0.7139328,1.937232,FALSE,FALSE,FALSE,0.07020212,,,,,,,,,,12,1918.468,1.384443,16.75904,12693.97,11.72981,7.616724,,
21,13,16Sold_1_Rep2,P49,-1,15.14966,81.1946,,0.9953923,746876.6,0.7852237,2.096642,FALSE,FALSE,FALSE,0.007132446,,,,,,,,,,50,2869.495,1.247927,17.79313,11103.83,-20.99086,4.869609,,
21,14,aac6-is_iu_ix_419_Rep2,P49,,,,,,,,,,,,,CurveFitFailed,,,,,,,,,,,,,,,,,
21,15,aphA3_14_Rep2,P49,-1,20.30379,78.67443,,0.9999844,2255.284,0.8229588,1.909495,FALSE,FALSE,FALSE,0.000735302,,,,,,,,,,11,3171.792,1.412782,23.16436,9711.365,1.003646,4.061791,,
